domain,_original_idx,TEXT,text_length_old,word_count_old,elongation_old,ironie_old,insulte_old,mépris / haine_old,argot_old,abréviation_old,interjection_old,ROLE_old,HATE_old,TARGET_old,VERBAL_ABUSE_old,INTENTION_old,CONTEXT_old,SENTIMENT_old,Colère_old,Dégoût_old,Joie_old,Peur_old,Surprise_old,Tristesse_old,Admiration_old,Culpabilité_old,Embarras_old,Fierté_old,Jalousie_old,Autre_old,pred_Colère_old,pred_Dégoût_old,pred_Joie_old,pred_Peur_old,pred_Surprise_old,pred_Tristesse_old,pred_Admiration_old,pred_Culpabilité_old,pred_Embarras_old,pred_Fierté_old,pred_Jalousie_old,pred_Autre_old,proba_Colère_old,proba_Dégoût_old,proba_Joie_old,proba_Peur_old,proba_Surprise_old,proba_Tristesse_old,proba_Admiration_old,proba_Culpabilité_old,proba_Embarras_old,proba_Fierté_old,proba_Jalousie_old,proba_Autre_old,err_Colère_old,err_Dégoût_old,err_Joie_old,err_Peur_old,err_Surprise_old,err_Tristesse_old,err_Admiration_old,err_Culpabilité_old,err_Embarras_old,err_Fierté_old,err_Jalousie_old,err_Autre_old,n_errors_12_old,hamming_12_old,jaccard_error_12_old,weighted_hamming_12_old,error_category_old,emotion_density_12_old,mode_density_4_old,label_density_19_old,text_length_new,word_count_new,elongation_new,ironie_new,insulte_new,mépris / haine_new,argot_new,abréviation_new,interjection_new,ROLE_new,HATE_new,TARGET_new,VERBAL_ABUSE_new,INTENTION_new,CONTEXT_new,SENTIMENT_new,Colère_new,Dégoût_new,Joie_new,Peur_new,Surprise_new,Tristesse_new,Admiration_new,Culpabilité_new,Embarras_new,Fierté_new,Jalousie_new,Autre_new,pred_Colère_new,pred_Dégoût_new,pred_Joie_new,pred_Peur_new,pred_Surprise_new,pred_Tristesse_new,pred_Admiration_new,pred_Culpabilité_new,pred_Embarras_new,pred_Fierté_new,pred_Jalousie_new,pred_Autre_new,proba_Colère_new,proba_Dégoût_new,proba_Joie_new,proba_Peur_new,proba_Surprise_new,proba_Tristesse_new,proba_Admiration_new,proba_Culpabilité_new,proba_Embarras_new,proba_Fierté_new,proba_Jalousie_new,proba_Autre_new,err_Colère_new,err_Dégoût_new,err_Joie_new,err_Peur_new,err_Surprise_new,err_Tristesse_new,err_Admiration_new,err_Culpabilité_new,err_Embarras_new,err_Fierté_new,err_Jalousie_new,err_Autre_new,n_errors_12_new,hamming_12_new,jaccard_error_12_new,weighted_hamming_12_new,error_category_new,emotion_density_12_new,mode_density_4_new,label_density_19_new
Obésité,54,faut le brusquer un peu le paul peut être ça lui fera commencer un régime mdr,77,16,0,0,0,1,0,1,0,bully,CAG,victim,DNG,ATK,OTH,NEG,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06564707,0.0023655344,0.1466337,0.00022577791,0.00033123442,0.0008279394,2.8200518e-05,0.00016108205,0.001542919,0.00059958873,3.5013236e-05,0.8139092,FN,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,FP,3,0.25,1.0,0.0543590684887081,medium_error,2,2,6,77,16,0,0,0,1,0,1,0,bully,CAG,victim,DNG,ATK,OTH,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06564707,0.0023655344,0.1466337,0.00022577791,0.00033123442,0.0008279394,2.8200518e-05,0.00016108205,0.001542919,0.00059958873,3.5013236e-05,0.8139092,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,2,0.1666666666666666,1.0,0.0189495837417725,medium_error,1,1,4
Obésité,57,mais en quoi flemme frere ta 2 clique à faire,45,10,0,1,0,0,1,0,0,victim_support,NAG,,,CNS,ATK,NEU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2844992e-05,2.5425404e-06,1.49673715e-05,1.2525431e-05,2.3249431e-05,1.396248e-05,6.275397e-06,5.2044146e-07,4.319577e-07,1.8938063e-06,7.4910695e-08,0.00022952553,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,45,10,0,1,0,0,1,0,0,victim_support,NAG,,,CNS,ATK,NEU,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2844992e-05,2.5425404e-06,1.49673715e-05,1.2525431e-05,2.3249431e-05,1.396248e-05,6.275397e-06,5.2044146e-07,4.319577e-07,1.8938063e-06,7.4910695e-08,0.00022952553,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,1,0.0833333333333333,1.0,0.0156118729690739,low_error,1,1,3
Obésité,58,enleve moi mon tel des mains si tu veux la supprime,51,11,0,0,0,0,0,0,0,bully_support,OAG,conciliator,THR,ATK,EMP,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015384365,1.0008165e-05,2.2670016e-05,4.9689937e-05,1.0328199e-05,3.3440963e-05,5.5882642e-06,1.1367697e-06,1.8226945e-06,2.9064556e-06,1.8668105e-07,0.0051551163,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,51,11,0,0,0,0,0,0,0,bully_support,OAG,conciliator,THR,ATK,EMP,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015384365,1.0008165e-05,2.2670016e-05,4.9689937e-05,1.0328199e-05,3.3440963e-05,5.5882642e-06,1.1367697e-06,1.8226945e-06,2.9064556e-06,1.8668105e-07,0.0051551163,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,65,t'inquiète Paul tu n'est pas gros tu est bien,45,9,0,0,0,0,0,0,0,conciliator,NAG,,,EMP,,POS,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00010136136,0.00017830497,0.0004722139,0.9991524,0.00012904698,0.0002069214,2.93171e-05,2.2046159e-05,0.00017712152,0.00020490157,8.607841e-06,0.0040111085,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,1,0.0833333333333333,0.5,0.0158248178439146,low_error,2,2,6,45,9,0,0,0,0,0,0,0,conciliator,NAG,,,EMP,,POS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.00010136136,0.00017830497,0.0004722139,0.9991524,0.00012904698,0.0002069214,2.93171e-05,2.2046159e-05,0.00017712152,0.00020490157,8.607841e-06,0.0040111085,OK,OK,OK,FP,OK,FN,OK,OK,OK,OK,OK,FN,3,0.25,1.0,0.2086856507836083,medium_error,2,2,6
Obésité,74,parle pour toi,14,3,0,0,1,0,0,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2982777e-05,1.5694493e-06,1.0133817e-05,1.2919182e-05,2.7528682e-05,1.0506763e-05,4.82723e-06,3.5712432e-07,2.5408556e-07,1.2095518e-06,4.9796025e-08,2.9024479e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,14,3,0,0,1,0,0,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2982777e-05,1.5694493e-06,1.0133817e-05,1.2919182e-05,2.7528682e-05,1.0506763e-05,4.82723e-06,3.5712432e-07,2.5408556e-07,1.2095518e-06,4.9796025e-08,2.9024479e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,75,mais frere on a besoin de 2 pokeflute pour te réveiller,55,11,0,1,1,1,0,0,0,victim_support,CAG,bully,DNG,DFN,ATK,NEG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.239963e-05,2.3051314e-06,1.4738056e-05,1.3209489e-05,2.7304977e-05,1.5218838e-05,5.828529e-06,5.085329e-07,3.829277e-07,1.7209775e-06,7.295729e-08,8.11113e-05,FN,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2,0.1666666666666666,1.0,0.0142737164105379,medium_error,2,1,5,55,11,0,1,1,1,0,0,0,victim_support,CAG,bully,DNG,DFN,ATK,NEG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.239963e-05,2.3051314e-06,1.4738056e-05,1.3209489e-05,2.7304977e-05,1.5218838e-05,5.828529e-06,5.085329e-07,3.829277e-07,1.7209775e-06,7.295729e-08,8.11113e-05,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.0120992015510323,low_error,1,1,4
Obésité,87,ok stv mon sang,15,4,0,0,0,1,1,1,0,bully,CAG,conciliator,OTH,ATK,DFN,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2412194e-05,1.827291e-06,1.2776807e-05,1.2348462e-05,3.35424e-05,1.1228713e-05,5.4270045e-06,4.1654505e-07,2.7877135e-07,1.5121427e-06,6.023091e-08,3.1759817e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,15,4,0,0,0,1,1,1,0,bully,CAG,conciliator,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2412194e-05,1.827291e-06,1.2776807e-05,1.2348462e-05,3.35424e-05,1.1228713e-05,5.4270045e-06,4.1654505e-07,2.7877135e-07,1.5121427e-06,6.023091e-08,3.1759817e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,88,Laisse tomber Josiane.. Ils sont cons ils entendent rien..,58,9,0,0,1,1,0,0,0,victim,OAG,bully,NCG,DFN,CR,NEG,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9852213,0.015159506,0.0009357852,0.022943834,0.0008066822,0.020701984,1.3903868e-05,0.000555927,0.0020261875,0.000494524,0.00015041744,0.010721387,OK,OK,OK,OK,OK,FN,OK,OK,OK,OK,OK,FN,2,0.1666666666666666,0.6666666666666667,0.0847758098781144,medium_error,3,1,6,58,9,0,0,1,1,0,0,0,victim,OAG,bully,NCG,DFN,CR,NEG,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9852213,0.015159506,0.0009357852,0.022943834,0.0008066822,0.020701984,1.3903868e-05,0.000555927,0.0020261875,0.000494524,0.00015041744,0.010721387,OK,OK,OK,OK,OK,FN,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,0.5,0.0691382945773275,low_error,2,2,6
Obésité,91,alala c arabes,14,3,0,0,0,1,0,0,1,conciliator,CAG,bully_support,OTH,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.953632e-05,8.4877305e-05,0.0022173251,5.1554038e-05,0.00071259274,0.000102827296,0.0001033414,8.306742e-06,1.5587466e-05,4.298723e-05,2.8668665e-06,0.977371,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,1,1,3,14,3,0,0,0,1,0,0,1,conciliator,CAG,bully_support,OTH,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.953632e-05,8.4877305e-05,0.0022173251,5.1554038e-05,0.00071259274,0.000102827296,0.0001033414,8.306742e-06,1.5587466e-05,4.298723e-05,2.8668665e-06,0.977371,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FP,1,0.0833333333333333,1.0,0.0156118729690739,low_error,0,0,0
Obésité,100,:') :'),7,2,0,0,0,0,0,0,0,bully_support,NAG,,,OTH,,NEU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2605131e-05,1.7461927e-06,1.0480353e-05,1.5544609e-05,2.5178337e-05,1.1383446e-05,4.797848e-06,3.956012e-07,2.9292937e-07,1.3280666e-06,5.519892e-08,3.6318244e-05,OK,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.0357523662399554,low_error,1,1,4,7,2,0,0,0,0,0,0,0,bully_support,NAG,,,OTH,,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2605131e-05,1.7461927e-06,1.0480353e-05,1.5544609e-05,2.5178337e-05,1.1383446e-05,4.797848e-06,3.956012e-07,2.9292937e-07,1.3280666e-06,5.519892e-08,3.6318244e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,109,un gros tas de graisse arabe,28,6,0,0,1,1,0,0,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31929955e-05,1.8796136e-06,1.2348486e-05,1.2808186e-05,3.2089563e-05,1.1268836e-05,5.8155756e-06,4.410069e-07,3.0086224e-07,1.5534222e-06,6.337624e-08,3.146132e-05,FN,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2,0.1666666666666666,1.0,0.0142737164105379,medium_error,2,1,5,28,6,0,0,1,1,0,0,0,bully_support,OAG,victim,DNG,ATK,DFN,NEG,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31929955e-05,1.8796136e-06,1.2348486e-05,1.2808186e-05,3.2089563e-05,1.1268836e-05,5.8155756e-06,4.410069e-07,3.0086224e-07,1.5534222e-06,6.337624e-08,3.146132e-05,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.0120992015510323,low_error,1,1,4
Obésité,115,t'inquiète Paul ne répond pas,29,5,0,0,0,0,0,0,0,conciliator,NAG,,,EMP,ATK,POS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00012543531,9.130487e-05,0.0010262361,0.99994624,0.0004438161,0.0008127549,3.421758e-05,1.6993119e-05,0.00020667791,0.0002345277,6.4323294e-06,0.0007039483,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,1,1,4,29,5,0,0,0,0,0,0,0,conciliator,NAG,,,EMP,ATK,POS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00012543531,9.130487e-05,0.0010262361,0.99994624,0.0004438161,0.0008127549,3.421758e-05,1.6993119e-05,0.00020667791,0.0002345277,6.4323294e-06,0.0007039483,OK,OK,OK,FP,OK,FN,OK,OK,OK,OK,OK,OK,2,0.1666666666666666,1.0,0.1930737778145344,medium_error,1,1,4
Obésité,122,bon les gars ça part loin là a croire c'est moi le gros porc de service,71,16,0,1,1,1,0,0,0,bully,OAG,victim,NCG,ATK,CNS,NEG,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.96527725,0.004377618,0.0014270487,0.0015064727,0.10828013,0.0007752788,4.9840044e-05,0.0002422074,0.0005228723,0.00014935213,0.00011406277,0.0068796347,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,1,1,4,71,16,0,1,1,1,0,0,0,bully,OAG,victim,NCG,ATK,CNS,NEG,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.96527725,0.004377618,0.0014270487,0.0015064727,0.10828013,0.0007752788,4.9840044e-05,0.0002422074,0.0005228723,0.00014935213,0.00011406277,0.0068796347,FP,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2,0.1666666666666666,1.0,0.0154369123237308,medium_error,1,1,4
Obésité,132,mais cassez vous  d ici faut profiter de la vie,47,10,0,0,0,0,0,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002516823,4.228224e-05,0.0011074666,1.9440935e-05,1.504366e-05,7.499969e-05,5.441095e-06,2.6880662e-06,2.6722878e-06,1.6218824e-05,5.600219e-07,0.1377923,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,47,10,0,0,0,0,0,0,0,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002516823,4.228224e-05,0.0011074666,1.9440935e-05,1.504366e-05,7.499969e-05,5.441095e-06,2.6880662e-06,2.6722878e-06,1.6218824e-05,5.600219e-07,0.1377923,OK,OK,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.0322645374694195,low_error,1,1,4
Obésité,135,palala julien le philosophe,27,4,0,1,0,1,0,0,1,conciliator,CAG,bully_support,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3143204e-05,1.6774311e-06,1.0985217e-05,1.240733e-05,2.9245251e-05,1.0029827e-05,5.080795e-06,3.7960183e-07,2.6608694e-07,1.3252882e-06,5.347605e-08,3.3157386e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,27,4,0,1,0,1,0,0,1,conciliator,CAG,bully_support,OTH,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3143204e-05,1.6774311e-06,1.0985217e-05,1.240733e-05,2.9245251e-05,1.0029827e-05,5.080795e-06,3.7960183e-07,2.6608694e-07,1.3252882e-06,5.347605e-08,3.3157386e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,142,je vais te pisser dessus et tu me diras si c amusant,52,12,0,1,0,1,0,0,0,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.015701955,0.003098969,0.99255353,0.042418253,0.00024231737,0.0024807989,0.0035267284,0.0024980465,0.34525287,0.021447401,0.00034904986,0.4795824,FN,OK,FP,OK,OK,OK,OK,OK,OK,OK,OK,OK,2,0.1666666666666666,1.0,0.0385342506447934,medium_error,1,2,5,52,12,0,1,0,1,0,0,0,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.015701955,0.003098969,0.99255353,0.042418253,0.00024231737,0.0024807989,0.0035267284,0.0024980465,0.34525287,0.021447401,0.00034904986,0.4795824,FN,OK,FP,OK,OK,OK,OK,OK,OK,OK,OK,FN,3,0.25,1.0,0.051214121211192,medium_error,2,2,6
Obésité,152,le muslim 2.0 se reveill eouhh attention !!,43,8,0,0,0,1,0,0,1,bully_support,OAG,victim_support,NCG,ATK,DFN,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007852543,0.001227281,0.38394263,0.0019076357,0.0017116374,0.00018625951,6.23611e-05,9.775809e-05,0.00023609912,0.00038392757,4.0730258e-05,0.2330275,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,43,8,0,0,0,1,0,0,1,bully_support,OAG,victim_support,NCG,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007852543,0.001227281,0.38394263,0.0019076357,0.0017116374,0.00018625951,6.23611e-05,9.775809e-05,0.00023609912,0.00038392757,4.0730258e-05,0.2330275,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,171,suce,4,1,0,0,1,0,1,0,0,victim_support,OAG,bully,OTH,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3917798e-05,1.7185174e-06,1.1069896e-05,1.4786059e-05,3.2864496e-05,1.082274e-05,5.1008165e-06,4.0137255e-07,2.686239e-07,1.3876072e-06,5.82729e-08,2.045353e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,4,1,0,0,1,0,1,0,0,victim_support,OAG,bully,OTH,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.3917798e-05,1.7185174e-06,1.1069896e-05,1.4786059e-05,3.2864496e-05,1.082274e-05,5.1008165e-06,4.0137255e-07,2.686239e-07,1.3876072e-06,5.82729e-08,2.045353e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,1,0.0833333333333333,1.0,0.0156118729690739,low_error,1,1,3
Obésité,172,ma bite,7,2,0,0,1,1,1,0,0,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2506824e-05,1.879637e-06,1.1947936e-05,1.3340721e-05,3.3007153e-05,1.1341294e-05,5.820597e-06,4.3971173e-07,2.9754997e-07,1.5628282e-06,6.366119e-08,3.2004144e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,7,2,0,0,1,1,1,0,0,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2506824e-05,1.879637e-06,1.1947936e-05,1.3340721e-05,3.3007153e-05,1.1341294e-05,5.820597e-06,4.3971173e-07,2.9754997e-07,1.5628282e-06,6.366119e-08,3.2004144e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,173,en écran sa insulte mais quand sa va devoir khallas sa va bégayer,65,13,0,0,1,0,0,0,0,conciliator,OAG,bully,OTH,DFN,,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17504144,0.03320122,0.01877008,0.034097936,0.001039108,0.11767447,0.06907993,0.06894107,0.9405426,0.019182116,0.007991453,0.024325311,FN,OK,OK,OK,OK,OK,OK,OK,FP,OK,OK,OK,2,0.1666666666666666,1.0,0.1263816140436083,medium_error,1,1,4,65,13,0,0,1,0,0,0,0,conciliator,OAG,bully,OTH,DFN,,NEG,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17504144,0.03320122,0.01877008,0.034097936,0.001039108,0.11767447,0.06907993,0.06894107,0.9405426,0.019182116,0.007991453,0.024325311,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,0.5,0.0033377107726985,low_error,2,2,7
Obésité,177,bah il avait qu'a pas se goiffrer selena,40,8,0,0,0,1,1,0,0,bully,CAG,victim,OTH,ATK,,NEG,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.85344213,0.013217677,0.0015896829,0.00021088828,0.00030474484,0.00075708114,0.00015894265,0.0009266007,0.0049078083,0.00051380956,0.00023785651,0.42574838,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,1,0.0833333333333333,0.5,0.0158248178439146,low_error,2,1,5,40,8,0,0,0,1,1,0,0,bully,CAG,victim,OTH,ATK,,NEG,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.85344213,0.013217677,0.0015896829,0.00021088828,0.00030474484,0.00075708114,0.00015894265,0.0009266007,0.0049078083,0.00051380956,0.00023785651,0.42574838,FP,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,2,0.1666666666666666,1.0,0.0189495837417725,medium_error,1,1,3
Obésité,180,100euro a celui qui arrt de parler,34,7,0,1,0,0,0,0,0,victim_support,NAG,,,CR,,NEU,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3895756e-05,1.4729937e-06,1.0062246e-05,1.3851115e-05,2.787443e-05,9.6309695e-06,4.347674e-06,3.3136374e-07,2.3286336e-07,1.1383851e-06,4.64889e-08,2.0581103e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,34,7,0,1,0,0,0,0,0,victim_support,NAG,,,CR,,NEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3895756e-05,1.4729937e-06,1.0062246e-05,1.3851115e-05,2.787443e-05,9.6309695e-06,4.347674e-06,3.3136374e-07,2.3286336e-07,1.1383851e-06,4.64889e-08,2.0581103e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,0,0.0,0.0,0.0,exact_match,0,0,0
Obésité,185,mais arrêter de défendre paul et voyais la vérité c un tas de graisse qui mange les plats des autres tous les soirs c mérité,124,25,0,0,1,1,0,0,0,bully_support,OAG,victim,OTH,ATK,CNS,NEG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2856218e-05,1.9151214e-06,1.1782598e-05,1.3332938e-05,2.6224308e-05,1.14003615e-05,5.3704935e-06,4.273024e-07,3.0961792e-07,1.4987762e-06,6.039403e-08,4.6701687e-05,FN,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,2,0.1666666666666666,1.0,0.0142737164105379,medium_error,2,3,7,124,25,0,0,1,1,0,0,0,bully_support,OAG,victim,OTH,ATK,CNS,NEG,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.2856218e-05,1.9151214e-06,1.1782598e-05,1.3332938e-05,2.6224308e-05,1.14003615e-05,5.3704935e-06,4.273024e-07,3.0961792e-07,1.4987762e-06,6.039403e-08,4.6701687e-05,FN,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,3,0.25,1.0,0.0310487852928048,medium_error,3,2,7
Obésité,188,et toi t'as la peau sur les os,30,8,0,0,0,0,0,0,0,victim_support,NAG,,,DFN,ATK,NEG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228084e-05,1.8016864e-06,1.0645332e-05,1.3320697e-05,2.5706504e-05,1.0122227e-05,5.192955e-06,3.9025392e-07,2.9081613e-07,1.4064295e-06,5.500544e-08,6.48105e-05,FN,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,1,0.0833333333333333,1.0,0.002781884404838,low_error,1,1,4,30,8,0,0,0,0,0,0,0,victim_support,NAG,,,DFN,ATK,NEG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.228084e-05,1.8016864e-06,1.0645332e-05,1.3320697e-05,2.5706504e-05,1.0122227e-05,5.192955e-06,3.9025392e-07,2.9081613e-07,1.4064295e-06,5.500544e-08,6.48105e-05,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FN,1,0.0833333333333333,1.0,0.0156118729690739,low_error,1,1,3
