support,itemsets
0.11166253101736973,"frozenset({'domain=Racisme', 'HATE=NAG'})"
0.11166253101736973,"frozenset({'SENTIMENT=NEG', 'text_court', 'TARGET=victim'})"
0.11166253101736973,"frozenset({'HATE=NAG', 'ROLE=victim_support'})"
0.11166253101736973,"frozenset({'mépris / haine=1', 'insulte=1', 'SENTIMENT=NEG'})"
0.11166253101736973,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'HATE=OAG'})"
0.11166253101736973,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'SENTIMENT=NEG', 'HATE=OAG'})"
0.10918114143920596,"frozenset({'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'HATE=CAG'})"
0.10918114143920596,"frozenset({'VERBAL_ABUSE=OTH', 'HATE=CAG'})"
0.10918114143920596,"frozenset({'CONTEXT=DFN', 'ROLE=bully_support', 'TARGET=victim'})"
0.10918114143920596,"frozenset({'TARGET=bully', 'SENTIMENT=NEG'})"
0.10918114143920596,"frozenset({'SENTIMENT=NEG', 'domain=Racisme', 'INTENTION=ATK'})"
0.10918114143920596,"frozenset({'SENTIMENT=NEG', 'HATE=NAG'})"
0.10918114143920596,"frozenset({'domain=Obésité', 'text_court', 'HATE=NAG'})"
0.10918114143920596,frozenset({'TARGET=bully'})
0.10918114143920596,"frozenset({'domain=Obésité', 'VERBAL_ABUSE=OTH', 'HATE=OAG'})"
0.10669975186104218,"frozenset({'CONTEXT=DFN', 'SENTIMENT=NEG', 'ROLE=bully_support', 'TARGET=victim'})"
0.10669975186104218,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'HATE=OAG', 'INTENTION=ATK'})"
0.10669975186104218,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'SENTIMENT=NEG', 'HATE=OAG', 'INTENTION=ATK'})"
0.10669975186104218,"frozenset({'ROLE=conciliator', 'SENTIMENT=NEG'})"
0.10669975186104218,"frozenset({'domain=Obésité', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'HATE=OAG'})"
0.10669975186104218,"frozenset({'ROLE=bully', 'SENTIMENT=NEG'})"
0.10669975186104218,"frozenset({'VERBAL_ABUSE=OTH', 'ROLE=bully_support', 'TARGET=victim'})"
0.10421836228287841,"frozenset({'SENTIMENT=NEG', 'text_court', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.10421836228287841,"frozenset({'INTENTION=DFN', 'TARGET=bully'})"
0.10421836228287841,"frozenset({'INTENTION=DFN', 'TARGET=bully', 'SENTIMENT=NEG'})"
0.10421836228287841,"frozenset({'CONTEXT=DFN', 'TARGET=victim', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.10421836228287841,"frozenset({'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support', 'TARGET=victim'})"
0.10421836228287841,"frozenset({'CONTEXT=DFN', 'domain=Obésité', 'SENTIMENT=NEG'})"
0.10421836228287841,frozenset({'domain=Religion'})
0.10421836228287841,"frozenset({'ROLE=conciliator', 'text_court'})"
0.10421836228287841,"frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'domain=Racisme'})"
0.10173697270471464,"frozenset({'domain=Obésité', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.10173697270471464,"frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'HATE=OAG', 'INTENTION=ATK', 'ROLE=bully_support'})"
0.10173697270471464,"frozenset({'HATE=OAG', 'mépris / haine=1', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.10173697270471464,"frozenset({'text_court', 'HATE=OAG', 'INTENTION=ATK'})"
0.10173697270471464,"frozenset({'HATE=OAG', 'mépris / haine=1', 'ROLE=bully_support', 'TARGET=victim'})"
0.10173697270471464,"frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'TARGET=victim', 'HATE=OAG', 'ROLE=bully_support'})"
0.10173697270471464,"frozenset({'CONTEXT=DFN', 'SENTIMENT=NEG', 'TARGET=victim', 'INTENTION=ATK', 'ROLE=bully_support'})"
0.10173697270471464,"frozenset({'SENTIMENT=NEU', 'INTENTION=OTH', 'text_court', 'HATE=NAG'})"
0.10173697270471464,"frozenset({'SENTIMENT=NEU', 'INTENTION=OTH', 'text_court'})"
0.10173697270471464,"frozenset({'text_court', 'TARGET=victim', 'INTENTION=ATK'})"
0.10173697270471464,"frozenset({'text_court', 'HATE=OAG', 'TARGET=victim'})"
0.09925558312655088,"frozenset({'mépris / haine=1', 'insulte=1', 'HATE=OAG'})"
0.09925558312655088,"frozenset({'CONTEXT=ATK', 'ROLE=victim_support'})"
0.09925558312655088,"frozenset({'SENTIMENT=NEG', 'ROLE=victim_support'})"
0.09925558312655088,"frozenset({'HATE=OAG', 'text_court', 'ROLE=bully_support'})"
0.09925558312655088,"frozenset({'text_court', 'ROLE=bully_support', 'TARGET=victim'})"
0.09925558312655088,frozenset({'ROLE=victim'})
0.09925558312655088,"frozenset({'SENTIMENT=NEU', 'domain=Racisme'})"
0.09925558312655088,"frozenset({'ROLE=bully_support', 'SENTIMENT=NEG', 'domain=Racisme'})"
0.09925558312655088,"frozenset({'text_long', 'domain=Obésité', 'SENTIMENT=NEG'})"
0.09925558312655088,"frozenset({'mépris / haine=1', 'insulte=1', 'SENTIMENT=NEG', 'HATE=OAG'})"
0.09925558312655088,"frozenset({'HATE=OAG', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.09925558312655088,"frozenset({'domain=Obésité', 'SENTIMENT=NEG', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.09925558312655088,"frozenset({'HATE=OAG', 'CONTEXT=DFN', 'ROLE=bully_support', 'TARGET=victim'})"
0.0967741935483871,"frozenset({'SENTIMENT=NEG', 'text_court', 'HATE=OAG', 'TARGET=victim'})"
0.0967741935483871,"frozenset({'ROLE=bully', 'INTENTION=ATK'})"
0.0967741935483871,"frozenset({'TARGET=victim', 'VERBAL_ABUSE=OTH', 'HATE=OAG', 'INTENTION=ATK'})"
0.0967741935483871,"frozenset({'CONTEXT=DFN', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.0967741935483871,"frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'TARGET=victim', 'INTENTION=ATK', 'ROLE=bully_support'})"
0.0967741935483871,"frozenset({'mépris / haine=1', 'TARGET=victim', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.0967741935483871,"frozenset({'SENTIMENT=NEG', 'text_court', 'HATE=OAG', 'INTENTION=ATK'})"
0.0967741935483871,"frozenset({'domain=Obésité', 'ROLE=victim_support'})"
0.0967741935483871,"frozenset({'domain=Racisme', 'TARGET=victim'})"
0.0967741935483871,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'ROLE=bully_support'})"
0.0967741935483871,"frozenset({'CONTEXT=DFN', 'SENTIMENT=NEG', 'text_court'})"
0.0967741935483871,"frozenset({'CONTEXT=DFN', 'SENTIMENT=NEG', 'TARGET=victim', 'HATE=OAG', 'ROLE=bully_support'})"
0.0967741935483871,"frozenset({'CONTEXT=DFN', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.0967741935483871,"frozenset({'CONTEXT=DFN', 'SENTIMENT=NEG', 'INTENTION=ATK', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.0967741935483871,"frozenset({'SENTIMENT=NEG', 'HATE=OAG', 'INTENTION=ATK', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.0967741935483871,"frozenset({'CONTEXT=DFN', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.0967741935483871,"frozenset({'domain=Obésité', 'INTENTION=DFN', 'CONTEXT=ATK'})"
0.09429280397022333,"frozenset({'domain=Homophobie', 'SENTIMENT=NEG'})"
0.09429280397022333,"frozenset({'SENTIMENT=NEG', 'TARGET=victim', 'HATE=OAG', 'INTENTION=ATK', 'VERBAL_ABUSE=OTH'})"
0.09429280397022333,"frozenset({'ROLE=bully', 'SENTIMENT=NEG', 'INTENTION=ATK'})"
0.09429280397022333,"frozenset({'HATE=CAG', 'INTENTION=ATK'})"
0.09429280397022333,"frozenset({'SENTIMENT=NEU', 'INTENTION=OTH', 'domain=Obésité', 'HATE=NAG'})"
0.09429280397022333,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'SENTIMENT=NEG', 'ROLE=bully_support'})"
0.09429280397022333,"frozenset({'SENTIMENT=NEU', 'INTENTION=OTH', 'domain=Obésité'})"
0.09429280397022333,"frozenset({'domain=Obésité', 'TARGET=victim'})"
0.09429280397022333,"frozenset({'text_long', 'CONTEXT=ATK', 'SENTIMENT=NEG'})"
0.09429280397022333,"frozenset({'CONTEXT=DFN', 'TARGET=victim', 'HATE=OAG', 'INTENTION=ATK', 'ROLE=bully_support'})"
0.09429280397022333,"frozenset({'HATE=OAG', 'SENTIMENT=NEG', 'text_court', 'ROLE=bully_support'})"
0.09181141439205956,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'SENTIMENT=NEG', 'TARGET=victim'})"
0.09181141439205956,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'TARGET=victim'})"
0.09181141439205956,"frozenset({'text_long', 'mépris / haine=1', 'HATE=OAG'})"
0.09181141439205956,"frozenset({'CONTEXT=DFN', 'SENTIMENT=NEG', 'TARGET=victim', 'HATE=OAG', 'INTENTION=ATK', 'ROLE=bully_support'})"
0.09181141439205956,"frozenset({'ROLE=conciliator', 'domain=Obésité', 'SENTIMENT=NEG'})"
0.09181141439205956,"frozenset({'INTENTION=ATK', 'VERBAL_ABUSE=OTH', 'text_court'})"
0.09181141439205956,"frozenset({'VERBAL_ABUSE=OTH', 'domain=Racisme'})"
0.09181141439205956,"frozenset({'VERBAL_ABUSE=OTH', 'HATE=OAG', 'text_court'})"
0.09181141439205956,"frozenset({'text_long', 'mépris / haine=1', 'SENTIMENT=NEG', 'HATE=OAG'})"
0.09181141439205956,"frozenset({'TARGET=victim', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.09181141439205956,"frozenset({'domain=Obésité', 'SENTIMENT=NEG', 'TARGET=victim'})"
0.09181141439205956,"frozenset({'ROLE=bully_support', 'domain=Racisme', 'INTENTION=ATK'})"
0.09181141439205956,"frozenset({'SENTIMENT=NEG', 'text_court', 'TARGET=victim', 'INTENTION=ATK'})"
0.09181141439205956,"frozenset({'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'domain=Racisme'})"
0.09181141439205956,"frozenset({'SENTIMENT=NEU', 'domain=Racisme', 'HATE=NAG'})"
0.08933002481389578,"frozenset({'ROLE=bully', 'mépris / haine=1'})"
0.08933002481389578,"frozenset({'SENTIMENT=NEG', 'domain=Racisme', 'TARGET=victim'})"
0.08933002481389578,"frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'TARGET=victim'})"
0.08933002481389578,"frozenset({'text_court', 'ROLE=victim_support'})"
0.08933002481389578,"frozenset({'domain=Obésité', 'HATE=CAG'})"
0.08933002481389578,"frozenset({'CONTEXT=DFN', 'text_court', 'INTENTION=ATK'})"
0.08933002481389578,"frozenset({'CONTEXT=ATK', 'INTENTION=DFN', 'VERBAL_ABUSE=OTH'})"
0.08933002481389578,"frozenset({'ROLE=conciliator', 'INTENTION=DFN'})"
0.08933002481389578,"frozenset({'SENTIMENT=NEG', 'HATE=CAG', 'INTENTION=ATK'})"
0.08933002481389578,"frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'HATE=OAG'})"
0.08933002481389578,"frozenset({'CONTEXT=DFN', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'HATE=OAG'})"
0.08933002481389578,"frozenset({'TARGET=bully', 'HATE=OAG'})"
0.08933002481389578,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.08933002481389578,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'SENTIMENT=NEG', 'INTENTION=ATK', 'ROLE=bully_support'})"
0.08933002481389578,"frozenset({'CONTEXT=DFN', 'VERBAL_ABUSE=OTH', 'HATE=OAG'})"
0.08933002481389578,"frozenset({'CONTEXT=ATK', 'INTENTION=DFN', 'VERBAL_ABUSE=OTH', 'SENTIMENT=NEG'})"
0.08933002481389578,"frozenset({'domain=Obésité', 'SENTIMENT=NEG', 'HATE=CAG'})"
0.08933002481389578,"frozenset({'SENTIMENT=NEG', 'text_court', 'ROLE=bully_support', 'TARGET=victim'})"
0.08933002481389578,"frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.08933002481389578,"frozenset({'mépris / haine=1', 'VERBAL_ABUSE=OTH', 'TARGET=victim'})"
0.08933002481389578,"frozenset({'SENTIMENT=NEG', 'TARGET=victim', 'INTENTION=ATK', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.08933002481389578,"frozenset({'mépris / haine=1', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.08933002481389578,"frozenset({'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'HATE=OAG', 'text_court'})"
0.08933002481389578,"frozenset({'SENTIMENT=NEG', 'INTENTION=ATK', 'VERBAL_ABUSE=OTH', 'text_court'})"
0.08684863523573201,"frozenset({'VERBAL_ABUSE=DNG', 'SENTIMENT=NEG'})"
0.08684863523573201,"frozenset({'ROLE=conciliator', 'CONTEXT=ATK'})"
0.08684863523573201,"frozenset({'text_long', 'INTENTION=DFN'})"
0.08684863523573201,"frozenset({'CONTEXT=DFN', 'SENTIMENT=NEG', 'text_court', 'INTENTION=ATK'})"
0.08684863523573201,"frozenset({'INTENTION=DFN', 'ROLE=victim_support'})"
0.08684863523573201,"frozenset({'CONTEXT=ATK', 'INTENTION=DFN', 'SENTIMENT=NEG', 'HATE=OAG'})"
0.08684863523573201,"frozenset({'CONTEXT=ATK', 'INTENTION=DFN', 'HATE=OAG'})"
0.08684863523573201,"frozenset({'HATE=OAG', 'text_court', 'ROLE=bully_support', 'TARGET=victim'})"
0.08684863523573201,"frozenset({'TARGET=victim', 'domain=Racisme', 'INTENTION=ATK'})"
0.08684863523573201,"frozenset({'domain=Obésité', 'HATE=OAG', 'INTENTION=ATK'})"
0.08684863523573201,frozenset({'VERBAL_ABUSE=DNG'})
0.08684863523573201,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'TARGET=victim', 'INTENTION=ATK'})"
0.08684863523573201,"frozenset({'INTENTION=DFN', 'TARGET=bully', 'SENTIMENT=NEG', 'HATE=OAG'})"
0.08684863523573201,"frozenset({'INTENTION=DFN', 'TARGET=bully', 'HATE=OAG'})"
0.08684863523573201,"frozenset({'text_long', 'INTENTION=DFN', 'SENTIMENT=NEG'})"
0.08684863523573201,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'SENTIMENT=NEG', 'TARGET=victim', 'INTENTION=ATK'})"
0.08684863523573201,"frozenset({'text_long', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'HATE=OAG'})"
0.08684863523573201,"frozenset({'text_long', 'VERBAL_ABUSE=OTH', 'HATE=OAG'})"
0.08684863523573201,"frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'TARGET=victim', 'HATE=OAG', 'INTENTION=ATK', 'ROLE=bully_support'})"
0.08684863523573201,"frozenset({'mépris / haine=1', 'TARGET=victim', 'HATE=OAG', 'INTENTION=ATK', 'ROLE=bully_support'})"
0.08684863523573201,"frozenset({'domain=Obésité', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.08436724565756824,"frozenset({'ROLE=bully_support', 'SENTIMENT=NEG', 'domain=Racisme', 'INTENTION=ATK'})"
0.08436724565756824,"frozenset({'HATE=OAG', 'domain=Racisme', 'INTENTION=ATK'})"
0.08436724565756824,"frozenset({'CONTEXT=DFN', 'domain=Obésité', 'INTENTION=ATK'})"
0.08436724565756824,"frozenset({'domain=Obésité', 'SENTIMENT=NEG', 'HATE=OAG', 'INTENTION=ATK'})"
0.08436724565756824,"frozenset({'CONTEXT=DFN', 'domain=Racisme'})"
0.08436724565756824,"frozenset({'domain=Obésité', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.08436724565756824,"frozenset({'CONTEXT=DFN', 'SENTIMENT=NEG', 'HATE=OAG', 'INTENTION=ATK', 'VERBAL_ABUSE=OTH'})"
0.08436724565756824,"frozenset({'insulte=1', 'TARGET=victim'})"
0.08436724565756824,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'SENTIMENT=NEG', 'TARGET=victim', 'HATE=OAG'})"
0.08436724565756824,"frozenset({'VERBAL_ABUSE=OTH', 'domain=Obésité', 'SENTIMENT=NEG', 'ROLE=bully_support'})"
0.08436724565756824,"frozenset({'HATE=OAG', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support', 'TARGET=victim'})"
0.08436724565756824,"frozenset({'SENTIMENT=NEU', 'HATE=NAG', 'ROLE=victim_support'})"
0.08436724565756824,"frozenset({'SENTIMENT=NEU', 'ROLE=victim_support'})"
0.08436724565756824,"frozenset({'insulte=1', 'SENTIMENT=NEG', 'TARGET=victim'})"
0.08436724565756824,"frozenset({'CONTEXT=DFN', 'VERBAL_ABUSE=OTH', 'HATE=OAG', 'INTENTION=ATK'})"
0.08436724565756824,"frozenset({'CONTEXT=DFN', 'domain=Obésité', 'SENTIMENT=NEG', 'INTENTION=ATK'})"
0.08436724565756824,"frozenset({'CONTEXT=DFN', 'mépris / haine=1', 'HATE=OAG', 'TARGET=victim'})"
0.08436724565756824,"frozenset({'domain=Obésité', 'INTENTION=DFN', 'SENTIMENT=NEG', 'CONTEXT=ATK'})"
0.08188585607940446,"frozenset({'TARGET=victim', 'text_court', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.08188585607940446,"frozenset({'argot=1', 'HATE=OAG'})"
0.08188585607940446,"frozenset({'SENTIMENT=NEU', 'CONTEXT=ATK'})"
0.08188585607940446,"frozenset({'SENTIMENT=NEG', 'TARGET=victim', 'HATE=OAG', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.08188585607940446,"frozenset({'TARGET=victim', 'text_court', 'HATE=OAG', 'INTENTION=ATK'})"
0.08188585607940446,"frozenset({'HATE=OAG', 'SENTIMENT=NEG', 'domain=Racisme', 'INTENTION=ATK'})"
0.08188585607940446,"frozenset({'ROLE=bully', 'mépris / haine=1', 'SENTIMENT=NEG'})"
0.08188585607940446,"frozenset({'SENTIMENT=NEU', 'CONTEXT=ATK', 'HATE=NAG'})"
0.08188585607940446,"frozenset({'text_long', 'INTENTION=ATK'})"
0.08188585607940446,"frozenset({'HATE=OAG', 'text_court', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.08188585607940446,"frozenset({'domain=Obésité', 'VERBAL_ABUSE=OTH', 'text_court'})"
0.08188585607940446,"frozenset({'text_long', 'SENTIMENT=NEG', 'INTENTION=ATK'})"
0.08188585607940446,"frozenset({'domain=Obésité', 'TARGET=victim', 'INTENTION=ATK'})"
0.08188585607940446,"frozenset({'SENTIMENT=NEG', 'TARGET=victim', 'HATE=OAG', 'text_court', 'ROLE=bully_support'})"
0.08188585607940446,"frozenset({'mépris / haine=1', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support', 'INTENTION=ATK'})"
0.08188585607940446,"frozenset({'mépris / haine=1', 'VERBAL_ABUSE=OTH', 'HATE=OAG', 'INTENTION=ATK'})"
0.08188585607940446,"frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'HATE=OAG', 'INTENTION=ATK', 'VERBAL_ABUSE=OTH'})"
0.08188585607940446,"frozenset({'SENTIMENT=NEG', 'domain=Obésité', 'INTENTION=ATK', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.08188585607940446,"frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'INTENTION=ATK', 'VERBAL_ABUSE=OTH', 'ROLE=bully_support'})"
0.08188585607940446,"frozenset({'CONTEXT=DFN', 'domain=Obésité', 'ROLE=bully_support'})"
0.08188585607940446,"frozenset({'domain=Obésité', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'HATE=CAG'})"
0.08188585607940446,"frozenset({'domain=Obésité', 'VERBAL_ABUSE=OTH', 'HATE=CAG'})"
0.08188585607940446,"frozenset({'INTENTION=DFN', 'SENTIMENT=NEG', 'ROLE=victim_support'})"
0.08188585607940446,"frozenset({'INTENTION=DFN', 'VERBAL_ABUSE=OTH', 'HATE=OAG'})"
0.08188585607940446,"frozenset({'INTENTION=DFN', 'VERBAL_ABUSE=OTH', 'HATE=OAG', 'SENTIMENT=NEG'})"
